,Unnamed: 0,Name,Team,FLDPos,G,PA,H,HR,R,RBI,SB,BB,AVG,OBP,SLG,OPS,wRC+,wOBA,Bat,WAR,bWAR,aWAR,WPA
0,0,Mike Trout,LAA,CF,0.89191204,0.86674035,0.7822783,0.4988539,0.7040244,0.6779693,0.3738349,0.48530045,0.29406163,0.387233,0.48382005,0.45840552,0.43147358,0.48383403,0.60186076,0.55259603,0.487719,0.5171051,0.521017
1,1,Alex Bregman,HOU,3B,0.9069433,0.8682574,0.7830683,0.47035968,0.70592624,0.67784625,0.1509564,0.4947415,0.29406163,0.387233,0.44217992,0.44783378,0.42587695,0.47390643,0.6018601,0.55259603,0.4878046,0.5222137,0.521017
2,2,Cody Bellinger,LAD,RF,0.9113204,0.8685176,0.7830763,0.5009275,0.708019,0.67801464,0.49964046,0.49739474,0.29406163,0.387233,0.47432134,0.4527029,0.4314402,0.47621116,0.60188353,0.5525963,0.48795977,0.52356833,0.521017
3,3,Christian Yelich,MIL,RF,0.88771117,0.8667192,0.7830615,0.48995242,0.70474327,0.6779933,0.5200354,0.39011905,0.29406163,0.387233,0.48562506,0.45843223,0.4279017,0.48193145,0.601816,0.55259585,0.4869549,0.5065082,0.521017
4,4,Anthony Rendon,WSN,3B,0.9133885,0.86839205,0.7830724,0.4821009,0.70435,0.67800254,0.20385286,0.44677183,0.29406163,0.387233,0.4446832,0.44667485,0.42173153,0.466272,0.60181624,0.5525956,0.48556456,0.4956565,0.521017
5,5,Rafael Devers,BOS,3B,0.9300899,0.86866355,0.7830814,0.46006367,0.7034689,0.6779965,0.5933754,0.35737014,0.29406163,0.387233,0.40838715,0.43441203,0.40407085,0.43342677,0.6010515,0.552592,0.48322892,0.466587,0.521017
6,6,Nolan Arenado,COL,3B,0.9136182,0.8682672,0.78306806,0.45826897,0.69299024,0.6779941,0.26861638,0.38201788,0.29406163,0.387233,0.40888235,0.43551973,0.40435636,0.4378443,0.6012968,0.5525935,0.4832554,0.47179314,0.521017
7,7,Marcus Semien,OAK,SS,0.92442596,0.86862236,0.78307784,0.4601675,0.70622206,0.6779069,0.5729609,0.4161715,0.29406163,0.387233,0.3973809,0.43499875,0.40685552,0.437639,0.60160017,0.55259544,0.4839661,0.4870186,0.521017
8,8,Mookie Betts,BOS,RF,0.9232284,0.8685861,0.78307056,0.45918053,0.7066906,0.6779878,0.5279338,0.46927443,0.29406163,0.387233,0.3955563,0.43541354,0.40947008,0.4368568,0.60142976,0.5525956,0.48494327,0.49350137,0.521017
9,9,George Springer,HOU,CF,0.88163024,0.8590488,0.760414,0.45042866,0.6339316,0.6562143,0.20787509,0.3441902,0.29406163,0.387233,0.43422893,0.44122478,0.4011033,0.45247942,0.5964166,0.55251044,0.4796712,0.43829662,0.521017
10,10,Trevor Story,COL,SS,0.92507076,0.86806667,0.7830577,0.4339338,0.6962913,0.67748123,0.59340364,0.3813809,0.29406163,0.387233,0.40485206,0.43078867,0.3964087,0.4273713,0.55413747,0.55259305,0.48101914,0.45196992,0.521017
11,11,Ketel Marte,ARI,CF,0.9024971,0.86772066,0.7830663,0.4497853,0.69484556,0.6775674,0.374628,0.34289113,0.29406163,0.387233,0.4441525,0.44345072,0.41279608,0.45936376,0.6009677,0.5525938,0.48367321,0.4710337,0.521017
12,12,Xander Bogaerts,BOS,SS,0.9185202,0.86848223,0.78307277,0.4640192,0.7030432,0.67798823,0.21767098,0.4421993,0.29406163,0.387233,0.4133842,0.43665963,0.4078924,0.44618934,0.6016052,0.5525756,0.48164308,0.46098846,0.521017
13,13,DJ LeMahieu,NYY,2B,0.91569954,0.8680317,0.78306943,0.4021509,0.6798985,0.6769258,0.27145493,0.35542524,0.29406163,0.387233,0.39108354,0.42838433,0.39736044,0.43075892,0.59427816,0.55246973,0.47949478,0.4404056,0.521017
14,14,Francisco Lindor,CLE,SS,0.91831124,0.86737657,0.78305024,0.38785812,0.65464634,0.6766223,0.44454974,0.32849383,0.29406163,0.387233,0.36649698,0.41420978,0.3836651,0.40523726,0.5064825,0.5519597,0.47575292,0.41515806,0.51638484
15,15,Javier Baez,CHC,SS,0.9040337,0.8640238,0.77580535,0.40734753,0.60662335,0.6481938,0.5401084,0.26053485,0.29406163,0.387233,0.37955293,0.41120163,0.37455285,0.40157947,0.47382933,0.5515884,0.47424293,0.395275,0.5031622
16,16,Juan Soto,WSN,LF,0.9091188,0.8677747,0.7830412,0.46776974,0.69368666,0.67735237,0.22837082,0.43973863,0.29406163,0.387233,0.41817617,0.43806627,0.40656137,0.4491042,0.59998137,0.5525367,0.48097664,0.4504898,0.521017
17,17,Matt Chapman,OAK,3B,0.9135921,0.86757314,0.78301543,0.46550328,0.6798704,0.67740643,0.1659675,0.42618102,0.29406163,0.387233,0.3853041,0.42054847,0.39242983,0.41964322,0.5962602,0.55253315,0.47876278,0.44369966,0.521017
18,18,J.T. Realmuto,PHI,C,0.9065949,0.86478853,0.7706937,0.3637281,0.606047,0.64791167,0.37975782,0.30768514,0.29406163,0.387233,0.355288,0.4010772,0.37385014,0.3932271,0.4329543,0.54659986,0.473768,0.38727552,0.4844689
19,19,Yoan Moncada,CHW,3B,0.8934388,0.8627278,0.7754111,0.40399587,0.62302303,0.64089394,0.3849509,0.31610462,0.29406163,0.387233,0.41143396,0.43197533,0.38918677,0.43124658,0.52977765,0.5516823,0.47530755,0.4024856,0.521017
20,20,Ronald Acuna Jr.,ATL,CF,0.92874867,0.8685065,0.78306645,0.46918082,0.70579183,0.67797744,0.59341264,0.41269395,0.29406163,0.387233,0.3923667,0.43332198,0.39855635,0.42739505,0.5876341,0.5525821,0.47973377,0.44926482,0.521017
21,21,Yasmani Grandal,MIL,C,0.9018172,0.8639086,0.7429769,0.42358196,0.6098848,0.6539069,0.09061275,0.44079125,0.29406163,0.387233,0.36194968,0.40913334,0.37997544,0.41178572,0.4922554,0.51740205,0.47026056,0.35172078,0.48536143
22,22,Josh Donaldson,ATL,3B,0.9118635,0.8671062,0.78209203,0.47351384,0.671144,0.6774488,0.10624241,0.45709038,0.29406163,0.387233,0.39668536,0.42775208,0.39478186,0.43011636,0.5969859,0.5517027,0.47481796,0.40656662,0.521017
