,Unnamed: 0,Name,Team,FLDPos,G,PA,H,HR,R,RBI,SB,BB,AVG,OBP,SLG,OPS,wRC+,wOBA,Bat,WAR,bWAR,aWAR,WPA
0,0,Mike Trout,LAA,CF,144.59783893823624,647.5882980823517,161.149329662323,26.43925628066063,95.04329055547714,85.42412889003754,17.19640576839447,57.75075373053551,0.2940616309642792,0.3872329890727997,0.6449321279227733,0.9168110489845276,148.09731021523476,0.4209356045722962,23.507282471656804,3.702258342504501,3.239540563225747,3.4682351684570314,2.2100922304391863
1,1,Alex Bregman,HOU,3B,147.0178747177124,648.7200229167938,161.31206965446472,24.929063200950623,95.30004233121872,85.40862786769867,6.943994730710983,58.874238431453705,0.2940616309642792,0.3872329890727997,0.589425831079483,0.895667552947998,144.87924352288246,0.412298592031002,23.507223528623584,3.702258342504501,3.240484645962716,3.521466727256775,2.2100922304391863
2,2,Cody Bellinger,LAD,RF,147.7225825190544,648.9141129255295,161.3137149810791,26.549157917499542,95.5825674533844,85.42984414100647,22.983461380004883,59.18997412919998,0.2940616309642792,0.3872329890727997,0.6322703402936458,0.905405819416046,148.07811751961708,0.4143037095665932,23.50932940244675,3.702260845899582,3.242196289002896,3.535582021474838,2.2100922304391863
3,3,Christian Yelich,MIL,RF,143.92149794101715,647.5725129842758,161.31066989898682,25.96747800707817,95.140340924263,85.42715549468994,23.92162775993347,46.42416647076607,0.2940616309642792,0.3872329890727997,0.6473382028639316,0.9168644547462464,146.0434690117836,0.4192803597450256,23.503258270025256,3.702256464958191,3.2311125209927565,3.3578151476383207,2.2100922304391863
4,4,Anthony Rendon,WSN,3B,148.05554699897766,648.8204694986343,161.31291687488556,25.55134791135788,95.08724927902222,85.4283195734024,9.377231657505035,53.16584780812264,0.2940616309642792,0.3872329890727997,0.5927626978158951,0.8933497071266174,142.49563068151474,0.4056566369533539,23.50327970385552,3.7022539615631103,3.215777093470097,3.244740629196167,2.2100922304391863
5,5,Rafael Devers,BOS,3B,150.74447244405746,649.0230078697205,161.31477093696594,24.38337430357933,94.9683040380478,85.427561044693,27.295267701148987,42.52704644203186,0.2940616309642792,0.3872329890727997,0.5443800767362117,0.8688240647315979,132.34074115753174,0.3770812878012657,23.434530693292626,3.702215784788132,3.190015008449555,2.941836613416672,2.2100922304391863
6,6,Nolan Arenado,COL,3B,148.09253132343292,648.7273151874542,161.31202054023743,24.28825542330742,93.55368286371233,85.42725312709808,12.356353402137756,45.46012780070305,0.2940616309642792,0.3872329890727997,0.5450401721894741,0.8710394501686096,132.50490725040436,0.3809245464205742,23.456580746173863,3.7022320568561553,3.1903069114685065,2.9960845702886583,2.2100922304391863
7,7,Marcus Semien,OAK,SS,149.83257949352264,648.9922825098038,161.31403422355652,24.388877362012863,95.33997774124146,85.41626572608948,26.356202006340027,49.52440744638443,0.2940616309642792,0.3872329890727997,0.5297087243199348,0.869997501373291,133.9419260621071,0.3807459282875061,23.48385529518128,3.7022520840168,3.198146216869355,3.154733657836914,2.2100922304391863
8,8,Mookie Betts,BOS,RF,149.63976967334747,648.9652477502823,161.31253623962402,24.336568295955654,95.40323227643968,85.4264645576477,24.284953713417053,55.8436573445797,0.2940616309642792,0.3872329890727997,0.5272765490710735,0.8708270788192749,135.44529676437378,0.380065421462059,23.468535465002063,3.7022539615631103,3.2089242756366736,3.2222842252254487,2.2100922304391863
9,9,George Springer,HOU,CF,142.9424689412117,641.8503926992416,156.64528489112854,23.87271922826767,85.58076292276382,82.68300139904022,9.562254041433334,40.95863500237465,0.2940616309642792,0.3872329890727997,0.5788271595537662,0.8824495673179626,130.63439056277275,0.3936570972204208,23.01785167455673,3.701359623670578,3.15077344685793,2.6470507395267484,2.2100922304391863
10,10,Trevor Story,COL,SS,149.93639278411865,648.577734708786,161.3098840713501,22.99849110841751,93.9993292093277,85.3626354932785,27.29656732082367,45.38432541489601,0.2940616309642792,0.3872329890727997,0.5396677992641925,0.8615773320198059,127.93500646948814,0.3718130251765251,19.216958403587345,3.702227050065994,3.165641106367112,2.789526582956314,2.2100922304391863
11,11,Ketel Marte,ARI,CF,146.30203515291214,648.3196150064468,161.31165218353271,23.838620483875275,93.804150223732,85.373495221138,17.232888340950012,40.80404409766197,0.2940616309642792,0.3872329890727997,0.592055288106203,0.8869014382362366,137.35774606466293,0.399646469950676,23.4269967019558,3.702235186100006,3.194915560483933,2.9881710743904115,2.2100922304391863
12,12,Xander Bogaerts,BOS,SS,148.88175415992737,648.887745141983,161.3129905462265,24.59301808476448,94.9108350276947,85.4265171289444,10.01286494731903,52.62171548604965,0.2940616309642792,0.3872329890727997,0.5510411374568939,0.8733192682266235,134.5381334424019,0.388184729218483,23.48430540561676,3.702043676376343,3.172523180246354,2.8834997737407684,2.2100922304391863
13,13,DJ LeMahieu,NYY,2B,148.42762619256973,648.5516337156296,161.31230294704437,21.31399765610695,91.78629755973816,85.29264807701111,12.486926794052124,42.29560339450836,0.2940616309642792,0.3872329890727997,0.5213143568634987,0.8567686676979065,128.4822553396225,0.3747602632641792,22.8256062924862,3.700932168960571,3.148827426731587,2.669026427268982,2.2100922304391863
14,14,Francisco Lindor,CLE,SS,148.84810936450958,648.0629181861877,161.30834925174713,20.55648049712181,88.37725549936295,85.25440621376038,20.44928801059723,39.090766191482544,0.2940616309642792,0.3872329890727997,0.4885404745936393,0.82841956615448,120.607440918684,0.3525564140081406,14.932775127887728,3.6955767810344695,3.1075547066330915,2.4059470182657243,2.1604816365242008
15,15,Javier Baez,CHC,SS,146.54942899942398,645.5617582798004,159.81590294837952,21.589419096708298,81.89415246248245,81.67241585254669,24.844985604286197,31.003647476434708,0.2940616309642792,0.3872329890727997,0.505944056481123,0.8224032521247864,115.36788642406464,0.3493741384148598,11.997256678342822,3.6916783690452575,3.0908994698524483,2.1987654662132265,2.0188672178983693
16,16,Juan Soto,WSN,LF,147.36812222003937,648.359944820404,161.30648291110992,24.791796326637268,93.64769965410233,85.34639847278595,10.505057513713837,52.32889711856842,0.2940616309642792,0.3872329890727997,0.5574288401603699,0.8761325478553772,133.77279043197632,0.3907206451892853,23.338324946165088,3.7016356229782095,3.1651723521947868,2.7741036039590834,2.2100922304391863
17,17,Matt Chapman,OAK,3B,148.08832812309265,648.2095639705658,161.30117857456207,24.671673595905304,91.78250759840012,85.35321021080017,7.634504735469818,50.71554118394852,0.2940616309642792,0.3872329890727997,0.5136103564500808,0.8410969376564026,125.64715147018433,0.3650896042585373,23.00379108190537,3.701598072052002,3.1407534155249603,2.703350435495377,2.2100922304391863
18,18,J.T. Realmuto,PHI,C,146.96177446842194,646.1322450637817,158.76290619373322,19.2775896191597,81.81634157896042,81.63687014579773,17.468859791755676,36.61453127861023,0.2940616309642792,0.3872329890727997,0.4735989025533199,0.8021544218063354,114.96382877230644,0.3421075773239136,8.322592592239381,3.6392985820770254,3.085660994052888,2.115410887002945,1.8186619952321053
19,19,Yoan Moncada,CHW,3B,144.84364938735962,644.5949543714523,159.73469257354736,21.411781191825867,84.10810947418213,80.75263595581055,17.707741677761078,37.61644986271858,0.2940616309642792,0.3872329890727997,0.548441475301981,0.8639506697654724,123.78239259123802,0.3751845234632492,17.027010381221775,3.6926640808582314,3.10264232069254,2.273900046348572,2.2100922304391863
20,20,Ronald Acuna Jr.,ATL,CF,150.528535425663,648.905842423439,161.3116890192032,24.866583585739136,95.28189718723296,85.42515778541565,27.29698133468628,49.11057975888252,0.2940616309642792,0.3872329890727997,0.5230248208642005,0.8666439652442932,129.16990220546722,0.3718336898088455,22.22830438613892,3.702111893892288,3.15146342933178,2.7613394701480867,2.2100922304391863
