,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,last_name,first_name,player_id_x,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa,player_id_y,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff,era,xera,era_minus_xera_diff,pitcher_x,ff_avg_spin,si_avg_spin,fc_avg_spin,sl_avg_spin,ch_avg_spin,cu_avg_spin,fs_avg_spin,kn_avg_spin,pitcher_y,ff_avg_speed,si_avg_speed,fc_avg_speed,sl_avg_speed,ch_avg_speed,cu_avg_speed,fs_avg_speed,kn_avg_speed,Name
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Kelly, Merrill,518876,564,14.0,31.2,111.7,88.5,92.9,84.8,459,166,406.0,206,36.5,47,8.3,5.8,518876,2022,804,564,0.226,0.23,-0.004,0.371,0.383,-0.012,0.289,0.296,-0.007,3.37,3.62,-0.251,518876.0,2358.0,2206.0,2338.0,2416.0,2160.0,2549.0,,,518876.0,92.6,92.6,90.9,85.0,88.6,82.2,,,Merrill Kelly
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,Márquez, Germán,608566,562,9.1,35.9,112.2,90.5,94.0,88.3,468,163,411.0,265,47.2,40,7.1,5.1,608566,2022,779,562,0.263,0.256,0.007,0.467,0.423,0.044,0.341,0.327,0.014,4.95,4.49,0.464,608566.0,2138.0,2111.0,,2389.0,1595.0,2577.0,,,608566.0,95.6,95.1,,87.7,87.8,86.5,,,German Marquez
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,Valdez, Framber,664285,555,-3.6,23.8,118.4,89.8,94.8,88.0,433,102,395.0,231,41.6,32,5.8,3.9,664285,2022,827,555,0.223,0.227,-0.004,0.305,0.33,-0.025,0.272,0.284,-0.0119999999999999,2.82,3.31,-0.494,664285.0,2192.0,2203.0,2673.0,,1631.0,2848.0,,,664285.0,94.1,93.9,83.0,,88.7,79.1,,,Framber Valdez
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,Bieber, Shane,669456,555,10.0,32.3,110.2,89.9,94.5,86.7,447,154,398.0,239,43.1,40,7.2,5.1,669456,2022,791,555,0.23,0.245,-0.0149999999999999,0.347,0.386,-0.039,0.269,0.292,-0.0229999999999999,2.88,3.51,-0.63,669456.0,2206.0,,2502.0,2513.0,1557.0,2197.0,,,669456.0,91.3,,86.9,85.0,86.4,82.0,,,Shane Bieber
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,Berríos, José,621244,546,13.9,36.3,113.8,90.0,93.1,87.7,447,172,401.0,239,43.8,52,9.5,6.9,621244,2022,753,546,0.288,0.275,0.0129999999999999,0.465,0.466,-0.001,0.35,0.346,0.004,5.23,5.11,0.123,621244.0,2241.0,2115.0,,,1522.0,2285.0,,,621244.0,94.0,93.9,,,84.6,82.9,,,Jose Berrios
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,Manoah, Alek,666201,539,16.9,32.8,114.9,87.5,90.6,85.1,427,167,393.0,170,31.5,29,5.4,3.7,666201,2022,786,539,0.202,0.224,-0.0219999999999999,0.314,0.343,-0.029,0.261,0.284,-0.0229999999999999,2.24,3.31,-1.068,666201.0,2369.0,2194.0,,2216.0,1980.0,,,,666201.0,93.9,93.3,,81.5,86.5,,,,Alek Manoah
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Taillon, Jameson,592791,539,14.5,34.5,115.1,88.5,93.2,85.0,473,168,403.0,195,36.2,45,8.3,6.2,592791,2022,728,539,0.246,0.26,-0.014,0.43,0.432,-0.002,0.308,0.317,-0.009,3.91,4.2,-0.292,592791.0,2370.0,2298.0,2533.0,2556.0,1845.0,2734.0,,,592791.0,94.1,94.2,90.7,86.2,87.7,81.1,,,Jameson Taillon
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,Gilbert, Logan,669302,537,14.6,37.6,118.0,91.0,93.7,89.4,462,177,401.0,245,45.6,38,7.1,5.0,669302,2022,766,537,0.242,0.253,-0.011,0.39,0.408,-0.0179999999999999,0.299,0.314,-0.015,3.2,4.11,-0.911,669302.0,2135.0,1973.0,,2289.0,1752.0,2117.0,,,669302.0,96.1,94.7,,86.9,86.2,80.8,,,Logan Gilbert
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,Nola, Aaron,605400,534,12.5,34.3,112.0,87.7,92.9,83.4,453,161,395.0,169,31.6,38,7.1,4.7,605400,2022,807,534,0.219,0.211,0.008,0.347,0.34,0.0069999999999999,0.264,0.259,0.005,3.25,2.74,0.509,605400.0,2308.0,2198.0,2212.0,,1482.0,2589.0,,,605400.0,92.8,92.2,86.8,,85.9,78.6,,,Aaron Nola
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,Corbin, Patrick,571578,529,11.5,39.9,112.9,90.8,94.1,88.0,441,167,406.0,238,45.0,58,11.0,8.1,571578,2022,713,529,0.321,0.304,0.017,0.513,0.52,-0.007,0.383,0.381,0.002,6.31,6.41,-0.102,571578.0,2120.0,2069.0,,2184.0,1631.0,1944.0,,,571578.0,92.1,92.9,,81.7,82.5,74.2,,,Patrick Corbin
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,Bumgarner, Madison,518516,528,16.8,37.5,113.6,90.3,93.8,87.0,468,186,407.0,228,43.2,52,9.8,7.4,518516,2022,698,528,0.281,0.276,0.005,0.487,0.488,-0.001,0.357,0.358,-0.001,4.88,5.53,-0.652,518516.0,2203.0,2035.0,2295.0,2205.0,1480.0,2304.0,,,518516.0,91.2,91.2,87.4,83.3,85.5,78.6,,,Madison Bumgarner
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,Fried, Max,608331,527,7.6,29.4,112.7,86.2,90.1,83.9,425,141,404.0,169,32.1,21,4.0,2.9,608331,2022,733,527,0.225,0.227,-0.002,0.319,0.328,-0.009,0.255,0.264,-0.009,2.48,2.85,-0.373,608331.0,2137.0,2036.0,,2393.0,1411.0,2747.0,,,608331.0,94.0,93.6,,87.3,86.5,74.3,,,Max Fried
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,Anderson, Tyler,542881,526,16.9,34.2,111.6,85.0,90.5,80.4,432,166,398.0,150,28.5,26,4.9,3.7,542881,2022,707,526,0.221,0.225,-0.004,0.35,0.35,0.0,0.271,0.275,-0.004,2.57,3.1,-0.531,542881.0,2231.0,2227.0,2421.0,,1848.0,2141.0,,,542881.0,90.7,89.0,85.7,,79.0,73.2,,,Tyler Anderson
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,Darvish, Yu,506433,525,17.0,31.2,111.3,88.5,92.9,84.2,439,179,401.0,195,37.1,46,8.8,6.0,506433,2022,771,525,0.207,0.227,-0.02,0.331,0.388,-0.0569999999999999,0.259,0.291,-0.0319999999999999,3.1,3.49,-0.392,506433.0,2420.0,2275.0,2755.0,2737.0,,2632.0,1309.0,,506433.0,95.0,94.7,86.5,82.3,,72.7,89.2,,Yu Darvish
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,Montgomery, Jordan,656756,522,9.8,34.1,114.6,88.5,91.7,86.0,438,152,395.0,196,37.5,37,7.1,5.1,656756,2022,724,522,0.235,0.258,-0.023,0.384,0.4,-0.016,0.291,0.31,-0.019,3.48,4.0,-0.518,656756.0,2305.0,2211.0,2387.0,,1677.0,2263.0,,,656756.0,93.0,93.0,88.3,,82.3,80.2,,,Jordan Montgomery
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,Pivetta, Nick,601713,520,15.2,36.3,117.5,90.7,94.5,87.5,447,178,395.0,237,45.6,47,9.0,6.1,601713,2022,773,520,0.253,0.248,0.005,0.425,0.433,-0.008,0.33,0.332,-0.002,4.56,4.65,-0.092,601713.0,2310.0,,,2319.0,1170.0,2710.0,,,601713.0,93.4,,,85.8,87.1,77.2,,,Nick Pivetta
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,Kluber, Corey,446372,519,18.5,35.8,113.8,87.1,92.0,83.5,439,170,396.0,180,34.7,36,6.9,5.2,446372,2022,689,519,0.274,0.261,0.013,0.425,0.416,0.009,0.316,0.31,0.006,4.33,4.0,0.335,446372.0,2271.0,2075.0,2463.0,,1653.0,2526.0,,,446372.0,88.9,88.9,86.3,,82.9,80.7,,,Corey Kluber
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,Gibson, Kyle,502043,517,10.6,34.8,112.9,88.5,92.0,86.2,438,159,394.0,194,37.5,39,7.5,5.4,502043,2022,718,517,0.268,0.262,0.006,0.434,0.42,0.014,0.331,0.326,0.005,5.05,4.46,0.586,502043.0,2279.0,2133.0,2359.0,2509.0,1621.0,2468.0,,,502043.0,92.0,91.6,89.4,83.3,84.6,79.0,,,Kyle Gibson
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,Bassitt, Chris,605135,515,10.8,30.9,111.4,85.7,91.4,82.8,436,149,393.0,169,32.8,34,6.6,4.6,605135,2022,745,515,0.234,0.228,0.006,0.359,0.359,0.0,0.291,0.29,0.001,3.42,3.46,-0.042,605135.0,2191.0,2117.0,2262.0,2331.0,1824.0,2330.0,,,605135.0,93.2,92.8,89.1,78.9,85.4,71.6,,,Chris Bassitt
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,Cueto, Johnny,456501,510,13.3,33.7,115.2,87.7,92.0,85.2,452,163,404.0,183,35.9,37,7.3,5.7,456501,2022,651,510,0.267,0.263,0.004,0.409,0.408,0.001,0.31,0.311,-0.001,3.35,4.02,-0.666,456501.0,2189.0,2112.0,2177.0,2237.0,1326.0,2095.0,,,456501.0,91.4,91.4,86.9,83.5,82.6,69.9,,,Johnny Cueto
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,Urquidy, José,664353,502,17.2,34.7,119.1,89.7,93.4,86.0,446,180,397.0,205,40.8,47,9.4,6.9,664353,2022,681,502,0.244,0.256,-0.012,0.438,0.451,-0.013,0.316,0.329,-0.013,3.94,4.56,-0.617,664353.0,2201.0,,2508.0,2623.0,2006.0,2628.0,,,664353.0,93.5,,87.4,80.1,86.1,78.1,,,Jose Urquidy
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,McKenzie, Triston,663474,502,19.7,37.3,112.9,90.2,93.7,86.5,438,188,403.0,204,40.6,49,9.8,6.6,663474,2022,741,502,0.201,0.222,-0.0209999999999999,0.358,0.397,-0.039,0.268,0.293,-0.0249999999999999,2.96,3.54,-0.577,663474.0,2313.0,,,2196.0,,2198.0,,,663474.0,92.5,,,87.3,,79.4,,,Triston McKenzie
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,Wright, Kyle,657140,501,4.4,31.1,122.4,89.0,94.6,86.2,445,135,398.0,206,41.1,34,6.8,4.6,657140,2022,738,501,0.232,0.244,-0.0119999999999999,0.351,0.384,-0.033,0.288,0.306,-0.018,3.19,3.89,-0.696,657140.0,2385.0,2260.0,,2394.0,1699.0,2723.0,,,657140.0,95.1,94.4,,90.1,88.1,84.7,,,Kyle Wright
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,López, Pablo,641154,501,11.0,33.3,115.0,87.9,92.0,85.1,440,154,398.0,176,35.1,45,9.0,6.1,641154,2022,736,501,0.234,0.239,-0.0049999999999999,0.404,0.378,0.026,0.305,0.301,0.004,3.75,3.75,0.0,641154.0,2197.0,1999.0,2226.0,,1965.0,2495.0,,,641154.0,93.5,93.4,88.7,,87.5,80.9,,,Pablo Lopez
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,Musgrove, Joe,605397,499,11.7,34.5,111.2,86.4,92.0,83.2,434,154,398.0,162,32.5,30,6.0,4.1,605397,2022,740,499,0.227,0.225,0.002,0.383,0.351,0.032,0.292,0.282,0.01,2.93,3.27,-0.336,605397.0,2559.0,2436.0,2581.0,2715.0,1974.0,2722.0,,,605397.0,92.9,92.4,90.1,82.9,86.5,81.3,,,Joe Musgrove
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,Ray, Robbie,592662,494,14.7,34.0,111.7,89.7,93.5,87.1,449,170,392.0,193,39.1,39,7.9,5.0,592662,2022,775,494,0.231,0.223,0.008,0.423,0.373,0.0499999999999999,0.315,0.295,0.02,3.71,3.59,0.124,592662.0,2282.0,2190.0,,2190.0,1759.0,2106.0,,,592662.0,93.4,93.3,,87.2,86.9,79.7,,,Robbie Ray
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,Quintana, José,500779,491,9.9,34.4,114.9,86.5,91.3,83.3,422,151,399.0,176,35.8,27,5.5,4.0,500779,2022,679,491,0.246,0.257,-0.011,0.343,0.377,-0.0339999999999999,0.286,0.305,-0.019,2.93,3.86,-0.926,500779.0,2077.0,2070.0,,,1319.0,2261.0,,,500779.0,91.2,91.4,,,86.4,78.4,,,Jose Quintana
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,Gausman, Kevin,592332,491,12.2,38.1,116.6,89.0,92.6,85.8,430,169,398.0,189,38.5,40,8.1,5.5,592332,2022,725,491,0.272,0.242,0.03,0.4,0.38,0.02,0.304,0.285,0.019,3.35,3.34,0.009,592332.0,2265.0,,,2198.0,1490.0,,1571.0,,592332.0,95.0,,,84.4,84.5,,85.2,,Kevin Gausman
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,Burnes, Corbin,669203,490,10.0,31.6,117.5,87.2,91.8,83.7,452,150,409.0,167,34.1,28,5.7,3.5,669203,2022,797,490,0.197,0.212,-0.0149999999999999,0.341,0.337,0.004,0.267,0.273,-0.006,2.94,3.05,-0.109,669203.0,2578.0,2495.0,2626.0,2801.0,2045.0,2761.0,,,669203.0,96.1,96.3,95.0,88.2,90.3,81.6,,,Corbin Burnes
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,Cole, Gerrit,543037,483,12.6,32.5,112.4,89.4,94.1,85.5,441,173,398.0,194,40.2,46,9.5,5.8,543037,2022,793,483,0.209,0.214,-0.005,0.39,0.383,0.007,0.283,0.284,-0.001,3.5,3.31,0.188,543037.0,2428.0,,2485.0,2569.0,1616.0,2779.0,,,543037.0,97.8,,92.0,88.7,89.7,83.0,,,Gerrit Cole
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,Greinke, Zack,425844,482,12.6,34.4,111.7,88.9,92.6,86.5,444,163,393.0,191,39.6,33,6.8,5.6,425844,2022,585,482,0.286,0.284,0.002,0.417,0.441,-0.024,0.321,0.336,-0.015,3.68,4.78,-1.101,425844.0,2286.0,2203.0,2377.0,2435.0,1644.0,2433.0,,,425844.0,89.1,89.3,85.8,82.2,86.5,72.0,,,Zack Greinke
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,Urías, Julio,628711,477,17.2,29.6,113.0,86.7,91.5,83.7,445,168,394.0,145,30.4,32,6.7,4.6,628711,2022,689,477,0.199,0.205,-0.0059999999999999,0.347,0.332,0.0149999999999999,0.263,0.262,0.001,2.16,2.81,-0.65,628711.0,2521.0,2532.0,,,1950.0,2914.0,,,628711.0,93.1,93.9,,,86.2,80.9,,,Julio Urias
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,Keller, Mitch,656605,477,7.8,33.3,112.7,87.9,91.9,85.7,430,146,389.0,178,37.3,34,7.1,4.9,656605,2022,687,477,0.266,0.253,0.013,0.388,0.383,0.005,0.323,0.318,0.005,3.91,4.23,-0.324,656605.0,2422.0,2369.0,,2624.0,1632.0,2576.0,,,656605.0,95.5,94.4,,84.3,91.2,78.7,,,Mitch Keller
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,Suárez, Ranger,624133,473,5.1,27.9,114.0,87.5,91.7,85.2,439,131,395.0,165,34.9,32,6.8,4.8,624133,2022,662,473,0.249,0.241,0.008,0.396,0.368,0.028,0.314,0.302,0.012,3.65,3.78,-0.13,624133.0,1894.0,1907.0,2010.0,2113.0,1518.0,2229.0,,,624133.0,93.2,92.5,89.7,82.5,84.9,76.5,,,Ranger Suarez
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,Bundy, Dylan,605164,470,18.6,35.1,116.0,88.9,93.3,85.0,429,182,396.0,180,38.3,42,8.9,7.1,605164,2022,595,470,0.271,0.263,0.008,0.459,0.44,0.019,0.329,0.322,0.007,4.89,4.34,0.546,605164.0,2352.0,2194.0,,2404.0,1361.0,2148.0,,,605164.0,89.0,89.7,,79.1,81.1,72.2,,,Dylan Bundy
45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,Walker, Taijuan,592836,466,11.3,33.7,115.9,89.3,92.5,88.0,453,153,397.0,189,40.6,34,7.3,5.2,592836,2022,649,466,0.24,0.245,-0.005,0.364,0.395,-0.031,0.293,0.308,-0.015,3.49,3.94,-0.451,592836.0,2149.0,2023.0,2329.0,2403.0,,2226.0,1447.0,,592836.0,93.7,92.9,88.6,84.8,,75.0,88.8,,Taijuan Walker
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,Gallen, Zac,668678,463,10.8,33.0,111.3,87.8,92.5,84.8,423,158,399.0,167,36.1,36,7.8,5.0,668678,2022,714,463,0.186,0.213,-0.0269999999999999,0.307,0.341,-0.034,0.25,0.278,-0.028,2.54,3.17,-0.627,668678.0,2420.0,2216.0,2424.0,2513.0,1539.0,2515.0,,,668678.0,94.1,94.7,89.9,86.7,86.2,81.6,,,Zac Gallen
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,Manaea, Sean,640455,462,16.3,32.0,113.3,90.3,93.3,88.4,440,175,396.0,198,42.9,42,9.1,6.3,640455,2022,671,462,0.254,0.24,0.014,0.455,0.407,0.048,0.33,0.312,0.018,4.96,4.05,0.906,640455.0,,2005.0,,2029.0,1439.0,2019.0,,,640455.0,,91.2,,81.4,84.9,77.1,,,Sean Manaea
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,Dunning, Dane,641540,460,5.4,29.8,114.4,87.9,93.7,83.8,472,142,401.0,175,38.0,41,8.9,6.1,641540,2022,671,460,0.268,0.25,0.018,0.443,0.4,0.0429999999999999,0.344,0.327,0.0169999999999999,4.46,4.49,-0.029,641540.0,2051.0,2004.0,2158.0,2081.0,1860.0,,,,641540.0,86.9,89.5,87.1,78.7,84.0,,,,Dane Dunning
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,Keller, Brad,641745,456,6.7,28.7,112.9,89.3,91.9,87.9,455,141,409.0,189,41.4,30,6.6,4.9,641745,2022,617,456,0.277,0.256,0.021,0.427,0.405,0.0219999999999999,0.337,0.323,0.014,5.09,4.37,0.721,641745.0,2409.0,2186.0,,2544.0,1558.0,,,,641745.0,94.5,93.4,,86.9,90.0,,,,Brad Keller
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,Giolito, Lucas,608337,456,12.6,37.9,117.4,88.8,92.3,85.5,437,172,393.0,178,39.0,34,7.5,4.9,608337,2022,698,456,0.272,0.249,0.023,0.455,0.397,0.0579999999999999,0.344,0.318,0.0259999999999999,4.9,4.23,0.669,608337.0,2172.0,,,1959.0,1448.0,2348.0,,,608337.0,92.6,,,84.4,81.0,79.2,,,Lucas Giolito
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,Hudson, Dakota,641712,448,6.3,31.5,116.9,89.0,92.1,87.7,441,137,405.0,181,40.4,27,6.0,4.5,641712,2022,596,448,0.273,0.276,-0.003,0.375,0.41,-0.0349999999999999,0.326,0.343,-0.017,4.45,5.01,-0.564,641712.0,2162.0,2058.0,,2369.0,1458.0,2421.0,,,641712.0,91.4,91.9,,87.8,86.5,80.5,,,Dakota Hudson
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,Verlander, Justin,434378,446,16.9,32.5,110.9,87.8,92.0,85.8,441,164,393.0,155,34.8,28,6.3,4.2,434378,2022,666,446,0.186,0.207,-0.0209999999999999,0.27,0.331,-0.061,0.222,0.255,-0.033,1.75,2.66,-0.911,434378.0,2423.0,,,2465.0,1756.0,2643.0,,,434378.0,95.0,,,87.4,86.2,79.0,,,Justin Verlander
53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,Kuhl, Chad,641771,444,15.8,36.0,117.2,90.5,94.6,86.5,499,185,415.0,198,44.6,43,9.7,7.0,641771,2022,617,444,0.284,0.272,0.0119999999999999,0.5,0.466,0.0339999999999999,0.368,0.352,0.016,5.71,5.31,0.405,641771.0,2218.0,2129.0,,2541.0,1701.0,2866.0,,,641771.0,92.9,92.8,,86.5,87.9,79.5,,,Chad Kuhl
54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,Carrasco, Carlos,471911,443,9.7,35.2,116.6,88.4,93.4,84.3,445,155,399.0,175,39.5,31,7.0,4.8,471911,2022,645,443,0.272,0.253,0.019,0.425,0.405,0.0199999999999999,0.327,0.313,0.014,3.97,4.08,-0.113,471911.0,2283.0,2163.0,,2457.0,1308.0,2645.0,,,471911.0,93.2,91.9,,84.9,87.4,81.1,,,Carlos Carrasco
