,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,last_name,first_name,player_id_x,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa,player_id_y,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff,era,xera,era_minus_xera_diff,pitcher_x,ff_avg_spin,si_avg_spin,fc_avg_spin,sl_avg_spin,ch_avg_spin,cu_avg_spin,fs_avg_spin,kn_avg_spin,pitcher_y,ff_avg_speed,si_avg_speed,fc_avg_speed,sl_avg_speed,ch_avg_speed,cu_avg_speed,fs_avg_speed,kn_avg_speed,Name
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Greinke, Zack,425844,539,10.6,35.3,113.2,88.3,93.1,84.2,464,158,398.0,191,35.4,35,6.5,5.0,425844,2021,697,539,0.252,0.266,-0.014,0.434,0.43,0.004,0.309,0.32,-0.011,4.16,4.35,-0.192,425844.0,2234.0,2156.0,,2357.0,1594.0,2365.0,,,425844.0,88.9,89.5,,83.6,86.4,71.2,,,Zack Greinke
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,Anderson, Tyler,542881,530,18.2,34.9,114.7,87.0,91.4,82.2,433,179,396.0,175,33.0,45,8.5,6.4,542881,2021,703,530,0.262,0.259,0.003,0.452,0.425,0.027,0.319,0.315,0.004,4.53,4.21,0.317,542881.0,2291.0,2260.0,2489.0,2458.0,1835.0,2444.0,,,542881.0,90.6,88.9,85.2,80.0,80.9,74.3,,,Tyler Anderson
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,Castillo, Luis,622491,529,4.2,28.5,114.9,87.7,90.4,86.6,464,124,387.0,195,36.9,24,4.5,3.0,622491,2021,803,529,0.255,0.233,0.0219999999999999,0.402,0.347,0.055,0.318,0.294,0.024,3.98,3.63,0.35,622491.0,2325.0,2142.0,,2441.0,1971.0,,,,622491.0,97.1,97.3,,86.4,88.3,,,,Luis Castillo
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,Gibson, Kyle,502043,527,7.4,30.6,113.6,88.8,91.9,87.6,465,143,396.0,206,39.1,26,4.9,3.4,502043,2021,754,527,0.234,0.241,-0.0069999999999999,0.363,0.368,-0.005,0.293,0.302,-0.009,3.71,3.84,-0.131,502043.0,2292.0,2136.0,2367.0,2513.0,1641.0,2435.0,,,502043.0,92.8,92.3,89.5,83.5,84.8,79.4,,,Kyle Gibson
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,Eovaldi, Nathan,543135,527,12.8,37.0,115.6,88.0,91.9,85.9,441,160,390.0,192,36.4,33,6.3,4.3,543135,2021,764,527,0.253,0.239,0.014,0.402,0.366,0.036,0.298,0.283,0.015,3.75,3.35,0.401,543135.0,2113.0,,2281.0,2156.0,,2086.0,1536.0,,543135.0,96.8,,92.5,85.8,,78.5,87.9,,Nathan Eovaldi
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,Senzatela, Antonio,622608,524,8.1,30.5,112.5,90.4,93.5,88.9,435,147,398.0,224,42.7,31,5.9,4.6,622608,2021,670,524,0.287,0.273,0.0139999999999999,0.421,0.415,0.006,0.323,0.319,0.004,4.42,4.32,0.103,622608.0,2096.0,2119.0,,2083.0,2016.0,2158.0,,,622608.0,94.6,94.3,,86.1,86.0,77.8,,,Antonio Senzatela
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Stroman, Marcus,573186,521,6.3,33.6,112.4,89.1,92.8,86.5,435,144,406.0,219,42.0,34,6.5,4.7,573186,2021,729,521,0.242,0.262,-0.02,0.362,0.418,-0.0559999999999999,0.284,0.318,-0.034,3.02,4.3,-1.283,573186.0,2435.0,2284.0,2591.0,2681.0,,2514.0,1635.0,,573186.0,92.4,91.9,89.8,84.9,,77.2,86.1,,Marcus Stroman
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,Ryu, Hyun Jin,547943,519,9.8,33.3,113.9,89.6,93.4,87.6,463,158,398.0,216,41.6,44,8.5,6.3,547943,2021,701,519,0.258,0.265,-0.007,0.435,0.44,-0.005,0.313,0.323,-0.01,4.37,4.45,-0.083,547943.0,1944.0,1910.0,1997.0,2059.0,1511.0,2512.0,,,547943.0,89.9,89.3,86.3,79.8,79.9,73.9,,,Hyun Jin Ryu
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,Berríos, José,621244,517,12.4,36.6,115.5,88.4,92.5,86.4,437,166,408.0,198,38.3,47,9.1,6.0,621244,2021,781,517,0.223,0.242,-0.0189999999999999,0.38,0.407,-0.0269999999999999,0.286,0.311,-0.025,3.52,4.09,-0.574,621244.0,2231.0,2135.0,,,1521.0,2338.0,,,621244.0,94.1,93.8,,,84.8,82.9,,,Jose Berrios
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,Miley, Wade,489119,512,8.0,31.6,113.1,85.7,90.9,81.7,441,142,405.0,175,34.2,31,6.1,4.5,489119,2021,690,512,0.265,0.252,0.013,0.408,0.398,0.0099999999999999,0.317,0.312,0.005,3.37,4.12,-0.752,489119.0,2239.0,2025.0,2276.0,2310.0,1807.0,2391.0,,,489119.0,89.9,88.7,85.4,79.2,81.9,74.7,,,Wade Miley
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,Márquez, Germán,608566,511,5.2,32.1,111.9,88.9,93.1,86.1,486,146,412.0,201,39.3,27,5.3,3.6,608566,2021,756,511,0.242,0.25,-0.008,0.389,0.39,-0.001,0.303,0.31,-0.007,4.4,4.06,0.34,608566.0,2078.0,2057.0,,2420.0,1670.0,2683.0,,,608566.0,94.8,94.0,,86.2,86.1,85.2,,,German Marquez
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,Manaea, Sean,640455,510,13.3,34.3,115.3,90.2,94.6,87.5,472,165,409.0,210,41.2,41,8.0,5.4,640455,2021,754,510,0.255,0.249,0.006,0.415,0.419,-0.004,0.31,0.312,-0.002,3.91,4.12,-0.206,640455.0,,1996.0,,2004.0,1377.0,2109.0,,,640455.0,,92.1,,82.8,84.5,78.2,,,Sean Manaea
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,Montas, Frankie,593423,506,11.6,34.4,114.5,89.3,94.0,86.0,447,164,403.0,214,42.3,44,8.7,5.7,593423,2021,778,506,0.232,0.237,-0.0049999999999999,0.372,0.404,-0.032,0.29,0.307,-0.017,3.37,3.98,-0.611,593423.0,2398.0,2308.0,2441.0,2478.0,,,1595.0,,593423.0,96.4,96.2,90.7,88.1,,,87.5,,Frankie Montas
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,Urías, Julio,628711,505,15.5,31.5,114.2,86.0,91.2,81.5,465,167,404.0,153,30.3,27,5.3,3.6,628711,2021,745,505,0.219,0.219,0.0,0.349,0.36,-0.011,0.266,0.273,-0.007,2.96,3.1,-0.143,628711.0,2499.0,2489.0,,2816.0,1921.0,2885.0,,,628711.0,94.1,93.9,,83.5,86.8,81.4,,,Julio Urias
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,Yarbrough, Ryan,642232,500,17.3,37.6,117.4,84.8,89.9,80.3,461,172,401.0,141,28.2,39,7.8,6.0,642232,2021,653,500,0.267,0.272,-0.005,0.457,0.436,0.021,0.325,0.322,0.003,5.11,4.42,0.69,642232.0,1999.0,1841.0,2116.0,,2027.0,2270.0,,,642232.0,84.3,86.4,81.9,,78.4,71.1,,,Ryan Yarbrough
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,Happ, J.A.,457918,498,16.4,38.4,114.1,90.2,94.1,85.5,456,191,400.0,208,41.8,58,11.6,8.6,457918,2021,671,498,0.288,0.275,0.0129999999999999,0.511,0.503,0.008,0.361,0.356,0.005,5.79,5.54,0.25,457918.0,2298.0,2079.0,,2225.0,1657.0,2231.0,,,457918.0,91.0,89.1,,83.0,86.1,76.2,,,J.A. Happ
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,Gausman, Kevin,592332,494,12.1,30.4,115.3,89.1,93.1,86.2,452,165,404.0,202,40.9,35,7.1,4.5,592332,2021,775,494,0.21,0.231,-0.021,0.345,0.381,-0.036,0.265,0.29,-0.0249999999999999,2.81,3.52,-0.707,592332.0,2283.0,,,2197.0,1641.0,,1527.0,,592332.0,94.6,,,82.0,83.8,,83.6,,Kevin Gausman
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,Kelly, Merrill,518876,492,12.9,33.1,114.9,89.0,92.9,86.5,449,163,398.0,195,39.6,31,6.3,4.6,518876,2021,667,492,0.266,0.271,-0.005,0.433,0.432,0.001,0.319,0.324,-0.005,4.44,4.48,-0.037,518876.0,2359.0,2242.0,2321.0,,1969.0,2564.0,,,518876.0,91.7,91.6,90.8,,87.2,81.3,,,Merrill Kelly
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,DeSclafani, Anthony,543101,480,11.6,32.3,115.7,88.9,92.9,86.5,427,162,399.0,186,38.8,39,8.1,5.8,543101,2021,676,480,0.225,0.241,-0.0159999999999999,0.358,0.41,-0.0519999999999999,0.276,0.304,-0.0279999999999999,3.17,3.89,-0.723,543101.0,2265.0,2092.0,,2198.0,1583.0,1964.0,,,543101.0,94.1,94.0,,87.9,88.2,83.0,,,Anthony DeSclafani
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,Lester, Jon,452657,478,10.4,33.1,116.0,88.3,92.7,84.6,452,158,399.0,178,37.2,37,7.7,5.9,452657,2021,627,478,0.285,0.274,0.0109999999999999,0.478,0.453,0.0249999999999999,0.352,0.344,0.008,4.71,5.12,-0.408,452657.0,2172.0,2042.0,2305.0,,1737.0,2437.0,,,452657.0,88.7,87.6,86.4,,81.3,72.6,,,Jon Lester
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,Nola, Aaron,605400,478,14.4,33.3,116.0,88.9,92.7,85.7,460,169,405.0,179,37.4,34,7.1,4.5,605400,2021,749,478,0.237,0.223,0.0139999999999999,0.405,0.378,0.027,0.297,0.283,0.014,4.63,3.35,1.283,605400.0,2198.0,2137.0,2179.0,,1511.0,2529.0,,,605400.0,92.9,92.0,86.7,,85.2,78.5,,,Aaron Nola
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,Mahle, Tyler,641816,475,13.3,33.9,117.4,87.8,91.5,84.5,478,158,406.0,163,34.3,31,6.5,4.1,641816,2021,759,475,0.234,0.229,0.005,0.396,0.363,0.033,0.308,0.298,0.01,3.75,3.73,0.02,641816.0,2336.0,,2432.0,2535.0,,,1842.0,,641816.0,94.0,,86.6,86.7,,,86.5,,Tyler Mahle
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,Minor, Mike,501985,474,16.5,35.0,114.2,88.5,92.5,86.3,453,172,410.0,170,35.9,44,9.3,6.6,501985,2021,669,474,0.252,0.245,0.007,0.447,0.449,-0.002,0.321,0.321,0.0,5.05,4.38,0.668,501985.0,2544.0,,,2723.0,2237.0,2493.0,,,501985.0,90.9,,,85.6,85.2,80.4,,,Mike Minor
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,Musgrove, Joe,605397,473,11.6,33.8,109.9,87.8,92.1,84.8,428,162,396.0,182,38.5,34,7.2,4.5,605397,2021,748,473,0.213,0.236,-0.0229999999999999,0.364,0.387,-0.023,0.284,0.304,-0.02,3.18,3.89,-0.714,605397.0,2600.0,2471.0,2633.0,2784.0,2069.0,2808.0,,,605397.0,93.3,93.2,90.6,84.1,87.1,82.1,,,Joe Musgrove
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,Davies, Zach,605200,473,11.0,35.7,112.2,89.8,93.1,86.9,441,164,400.0,205,43.3,43,9.1,6.4,605200,2021,668,473,0.281,0.294,-0.0129999999999999,0.485,0.487,-0.002,0.366,0.376,-0.01,5.78,6.31,-0.533,605200.0,,2018.0,2092.0,2300.0,1691.0,2459.0,,,605200.0,,88.0,86.6,80.0,78.5,74.2,,,Zach Davies
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,Ray, Robbie,592662,469,17.6,34.3,115.3,90.4,93.9,88.6,455,181,403.0,202,43.1,46,9.8,6.0,592662,2021,773,469,0.21,0.219,-0.009,0.401,0.398,0.003,0.287,0.293,-0.006,2.84,3.6,-0.76,592662.0,2272.0,2293.0,,2186.0,1726.0,2125.0,,,592662.0,94.8,95.1,,88.6,88.2,82.5,,,Robbie Ray
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,Giolito, Lucas,608337,465,18.3,37.2,116.7,87.7,92.6,82.6,445,179,386.0,159,34.2,31,6.7,4.3,608337,2021,719,465,0.219,0.221,-0.002,0.394,0.362,0.032,0.288,0.28,0.0079999999999999,3.53,3.27,0.256,608337.0,2345.0,,,2028.0,1492.0,2382.0,,,608337.0,93.8,,,85.6,81.5,80.6,,,Lucas Giolito
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,Morton, Charlie,450203,465,7.7,29.7,115.5,88.1,92.1,85.4,437,145,401.0,151,32.5,23,4.9,3.0,450203,2021,756,465,0.203,0.217,-0.0139999999999999,0.309,0.332,-0.023,0.264,0.282,-0.0179999999999999,3.35,3.32,0.025,450203.0,2340.0,2116.0,2425.0,,2100.0,3053.0,,,450203.0,95.5,94.6,87.5,,86.4,80.6,,,Charlie Morton
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,Fried, Max,608331,461,6.1,30.8,112.0,86.5,89.9,85.2,460,134,400.0,158,34.3,29,6.3,4.3,608331,2021,667,461,0.227,0.234,-0.007,0.353,0.364,-0.011,0.278,0.288,-0.0099999999999999,3.04,3.47,-0.428,608331.0,2114.0,1996.0,,2484.0,1411.0,2650.0,,,608331.0,94.0,93.5,,84.7,84.7,74.4,,,Max Fried
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,Plesac, Zach,668676,456,12.1,31.8,115.6,90.6,95.0,86.6,475,167,409.0,198,43.4,43,9.4,7.2,668676,2021,598,456,0.248,0.255,-0.007,0.437,0.456,-0.019,0.314,0.325,-0.011,4.67,4.51,0.158,668676.0,2047.0,,,2033.0,1599.0,1884.0,,,668676.0,92.8,,,86.7,85.7,80.2,,,Zach Plesac
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,Matz, Steven,571927,454,9.6,32.2,111.9,87.8,91.7,84.8,445,153,398.0,172,37.9,32,7.0,4.9,571927,2021,647,454,0.265,0.253,0.012,0.405,0.396,0.009,0.315,0.31,0.005,3.82,4.06,-0.237,571927.0,,2184.0,,2079.0,2260.0,2336.0,,,571927.0,,94.5,,88.9,85.1,77.6,,,Steven Matz
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,Walker, Taijuan,592836,449,12.4,30.3,115.9,89.1,93.5,85.4,444,170,401.0,177,39.4,45,10.0,6.9,592836,2021,654,449,0.225,0.246,-0.0209999999999999,0.4,0.443,-0.0429999999999999,0.301,0.328,-0.027,4.47,4.6,-0.128,592836.0,2094.0,2007.0,2401.0,2415.0,,2356.0,1516.0,,592836.0,94.5,93.7,88.4,86.1,,76.4,89.4,,Taijuan Walker
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,Woodruff, Brandon,605540,447,10.6,35.8,114.0,86.2,90.7,82.6,450,160,404.0,146,32.7,26,5.8,3.7,605540,2021,708,447,0.2,0.226,-0.0259999999999999,0.317,0.353,-0.0359999999999999,0.252,0.28,-0.028,2.56,3.27,-0.711,605540.0,2356.0,2288.0,,2553.0,1906.0,2644.0,,,605540.0,96.5,96.2,,86.5,86.5,83.8,,,Brandon Woodruff
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,Montgomery, Jordan,656756,446,12.1,35.4,114.9,87.9,92.6,84.0,472,165,397.0,163,36.5,33,7.4,5.0,656756,2021,661,446,0.25,0.248,0.002,0.38,0.404,-0.024,0.299,0.31,-0.011,3.83,4.06,-0.227,656756.0,2284.0,2172.0,2361.0,,1704.0,2246.0,,,656756.0,92.6,92.4,87.3,,82.5,80.0,,,Jordan Montgomery
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,Harvey, Matt,518774,445,13.3,36.4,115.0,89.5,92.5,87.9,452,166,410.0,182,40.9,35,7.9,6.0,518774,2021,582,445,0.299,0.289,0.01,0.481,0.476,0.005,0.355,0.351,0.004,6.27,5.37,0.904,518774.0,2157.0,2135.0,,2370.0,1697.0,2489.0,,,518774.0,93.4,92.9,,86.9,85.3,79.9,,,Matt Harvey
45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,Foltynewicz, Mike,592314,444,16.1,36.7,116.5,89.8,94.9,84.9,472,182,403.0,191,43.0,41,9.2,7.0,592314,2021,586,444,0.26,0.266,-0.006,0.527,0.491,0.036,0.355,0.349,0.006,5.44,5.3,0.139,592314.0,2155.0,2098.0,,2426.0,1779.0,2316.0,,,592314.0,93.8,93.1,,83.2,85.3,76.7,,,Mike Foltynewicz
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,Mize, Casey,663554,442,9.3,33.0,112.5,89.1,93.5,86.0,462,159,407.0,177,40.0,44,10.0,7.2,663554,2021,612,442,0.234,0.254,-0.0199999999999999,0.418,0.462,-0.044,0.308,0.338,-0.03,3.71,4.92,-1.208,663554.0,2151.0,2062.0,,2239.0,,2197.0,1103.0,,663554.0,93.9,93.2,,85.9,,81.3,85.8,,Casey Mize
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,Rodriguez, Eduardo,593958,441,12.3,37.4,114.6,86.5,90.4,84.1,435,159,388.0,148,33.6,30,6.8,4.4,593958,2021,675,441,0.277,0.233,0.044,0.437,0.366,0.071,0.33,0.288,0.042,4.74,3.47,1.268,593958.0,2177.0,2125.0,2182.0,2140.0,1884.0,,,,593958.0,92.5,92.5,88.3,82.1,85.4,,,,Eduardo Rodriguez
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,Hill, Rich,448179,440,18.0,36.6,114.3,88.3,93.0,83.0,447,185,402.0,153,34.8,39,8.9,5.9,448179,2021,661,440,0.235,0.24,-0.005,0.402,0.414,-0.0119999999999999,0.313,0.323,-0.01,3.86,4.45,-0.593,448179.0,2339.0,2215.0,2427.0,2597.0,1672.0,2714.0,,,448179.0,88.1,84.8,83.6,69.6,80.9,71.8,,,Rich Hill
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,Cole, Gerrit,543037,440,12.5,33.0,114.1,88.7,93.1,85.0,451,169,399.0,170,38.6,43,9.8,5.9,543037,2021,726,440,0.223,0.209,0.014,0.372,0.369,0.003,0.276,0.273,0.003,3.23,3.1,0.126,543037.0,2452.0,2375.0,,2600.0,1719.0,2800.0,,,543037.0,97.7,97.7,,88.4,89.8,83.4,,,Gerrit Cole
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,Quantrill, Cal,615698,439,12.2,31.4,114.7,87.6,92.8,84.0,428,156,398.0,150,34.5,30,6.8,4.9,615698,2021,616,439,0.234,0.244,-0.0099999999999999,0.373,0.387,-0.014,0.296,0.308,-0.012,2.89,4.01,-1.124,615698.0,2163.0,2087.0,2207.0,2309.0,1354.0,2353.0,,,615698.0,94.4,94.3,88.4,86.7,85.0,81.3,,,Cal Quantrill
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,Bumgarner, Madison,518516,439,18.5,38.0,112.0,88.8,93.3,84.2,429,190,397.0,169,38.5,33,7.5,5.4,518516,2021,613,439,0.242,0.245,-0.003,0.439,0.432,0.007,0.315,0.319,-0.004,4.67,4.32,0.354,518516.0,2314.0,2045.0,2407.0,,1434.0,2463.0,,,518516.0,90.4,89.8,86.0,,83.8,77.8,,,Madison Bumgarner
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,Richards, Garrett,572070,437,10.6,34.6,115.5,91.1,95.5,88.7,435,157,400.0,209,47.8,37,8.5,6.0,572070,2021,617,437,0.289,0.285,0.004,0.468,0.465,0.003,0.356,0.357,-0.001,4.87,5.58,-0.707,572070.0,2468.0,2472.0,,2745.0,1695.0,3144.0,,,572070.0,94.3,95.6,,88.1,90.6,78.4,,,Garrett Richards
53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,Kikuchi, Yusei,579328,436,7.9,37.2,115.5,91.9,95.4,89.3,438,160,406.0,205,47.0,48,11.0,7.2,579328,2021,666,436,0.243,0.261,-0.018,0.432,0.463,-0.031,0.325,0.347,-0.0219999999999999,4.41,5.23,-0.816,579328.0,2213.0,,2301.0,2404.0,1452.0,,,,579328.0,95.1,,91.3,82.5,86.2,,,,Yusei Kikuchi
54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,Gonzales, Marco,594835,430,20.6,37.4,116.5,88.1,93.5,83.7,463,182,395.0,159,37.0,49,11.4,8.4,594835,2021,585,430,0.234,0.257,-0.0229999999999999,0.465,0.483,-0.0179999999999999,0.321,0.341,-0.02,3.96,5.02,-1.064,594835.0,2143.0,,2119.0,,2184.0,2282.0,,,594835.0,88.4,,85.5,,79.3,75.2,,,Marco Gonzales
