,Unnamed: 0,Name,Team,FLDPos,G,PA,H,HR,R,RBI,SB,BB,AVG,OBP,SLG,OPS,wRC+,wOBA,Bat,WAR,bWAR,aWAR,WPA
0,0,Bryce Harper,WSN,RF,0.90589255,0.8683337,0.78307235,0.4882699,0.7066486,0.6780106,0.35607615,0.48493358,0.29406163,0.387233,0.43619463,0.4436587,0.42082155,0.4645638,0.601878,0.5525961,0.4878797,0.5217611,0.521017
1,1,Mike Trout,LAA,CF,0.91582745,0.86849207,0.7830709,0.4854326,0.7075181,0.67801046,0.4617314,0.4722573,0.29406163,0.387233,0.3987614,0.43503132,0.40641204,0.4348259,0.60178137,0.5525959,0.48741096,0.5133468,0.521017
2,2,Josh Donaldson,TOR,3B,0.9305294,0.8687101,0.7830768,0.47641435,0.7081943,0.67801523,0.34036544,0.45438242,0.29406163,0.387233,0.37629685,0.41435316,0.39586362,0.410078,0.60164493,0.5525956,0.4865,0.49348423,0.521017
3,3,Joey Votto,CIN,1B,0.90903074,0.8678035,0.78305984,0.45045516,0.69428885,0.6777463,0.2696056,0.49669632,0.29406163,0.387233,0.37896022,0.43069878,0.40315187,0.4355009,0.601585,0.5525915,0.48217627,0.47582874,0.521017
4,4,Paul Goldschmidt,ARI,1B,0.92065036,0.86855507,0.78307337,0.47308758,0.7053955,0.6780109,0.47690022,0.5004883,0.29406163,0.387233,0.37755162,0.43011364,0.4029315,0.4272786,0.6017175,0.5525953,0.48375177,0.49094087,0.521017
5,5,A.J. Pollock,ARI,CF,0.92613816,0.86814845,0.78306264,0.30034286,0.6821552,0.6771973,0.5933784,0.34179258,0.29406163,0.387233,0.31954032,0.38349304,0.37009746,0.37555963,0.41791248,0.54728985,0.4757327,0.392061,0.4904231
6,6,Buster Posey,SFG,C,0.8971968,0.8654423,0.78302073,0.32321846,0.5881788,0.65786064,0.14082335,0.33588934,0.29406163,0.387233,0.32014146,0.3890575,0.37423038,0.38645977,0.54077095,0.55140054,0.47594294,0.4229096,0.49728486
7,7,Manny Machado,BAL,3B,0.92507315,0.8683234,0.78306305,0.40462723,0.6913319,0.67754036,0.46604368,0.4054097,0.29406163,0.387233,0.33412763,0.3942895,0.37928647,0.389347,0.5448838,0.55251807,0.4785074,0.44141603,0.521017
8,8,Kris Bryant,CHC,3B,0.91035914,0.86616415,0.77879727,0.42382935,0.6680322,0.6716239,0.4254754,0.36123705,0.29406163,0.387233,0.33836162,0.3955969,0.37168357,0.38829657,0.51635236,0.5508788,0.47424364,0.4045338,0.51188976
9,9,Lorenzo Cain,KCR,CF,0.91075176,0.8654026,0.78302205,0.28704226,0.61893135,0.60486805,0.5932847,0.2724291,0.29406163,0.387233,0.3204633,0.38948327,0.36785698,0.37870258,0.49452218,0.552087,0.47474384,0.42446175,0.49714094
10,10,Andrew McCutchen,PIT,CF,0.9166899,0.8676607,0.78304297,0.4229722,0.677046,0.67762357,0.2964584,0.43211576,0.29406163,0.387233,0.33869496,0.40327406,0.38091668,0.39643526,0.58214545,0.55100596,0.47466755,0.41762158,0.521017
11,11,Francisco Cervelli,PIT,C,0.8513057,0.7865456,0.65823823,0.1699805,0.41758022,0.4256317,0.16410178,0.24876812,0.29406163,0.387233,0.26947564,0.3587708,0.3381711,0.35566145,0.3507397,0.45228246,0.43759188,0.3050886,0.39624774
12,12,Yoenis Cespedes,- - -,LF,0.9261282,0.8684049,0.78306377,0.44207165,0.6906128,0.6779882,0.3907503,0.36056215,0.29406163,0.387233,0.34741604,0.39609316,0.37691182,0.38337016,0.5270785,0.55222225,0.47658142,0.42188266,0.521017
13,13,Jason Heyward,STL,RF,0.89778364,0.86289805,0.7737536,0.23847798,0.5893916,0.5491969,0.5095057,0.30304295,0.29406163,0.387233,0.28563777,0.37095982,0.3586389,0.3663081,0.4233723,0.54973495,0.47248068,0.40851238,0.4574096
14,14,Chris Davis,BAL,1B,0.91888446,0.8677617,0.78268915,0.48025095,0.67671156,0.6780066,0.13260345,0.4858718,0.29406163,0.387233,0.37716585,0.40827549,0.38332677,0.4036895,0.56490797,0.55175984,0.47427985,0.3897291,0.521017
15,15,Matt Carpenter,STL,3B,0.9137992,0.86675996,0.78251266,0.41392362,0.6559408,0.67716587,0.24155995,0.45726734,0.29406163,0.387233,0.3518125,0.39929354,0.37913874,0.39719087,0.5386647,0.54641044,0.4722375,0.3858435,0.51991254
16,16,Curtis Granderson,NYM,RF,0.91873115,0.86650217,0.775366,0.38377705,0.6422931,0.673282,0.3451505,0.46853384,0.29406163,0.387233,0.31728208,0.38144827,0.3693904,0.37646583,0.46679693,0.5488928,0.4711071,0.37969053,0.50491846
17,17,Jose Bautista,TOR,RF,0.9159076,0.8674516,0.7818192,0.45530203,0.6790723,0.67787546,0.18489243,0.4344553,0.29406163,0.387233,0.3389837,0.3961686,0.37808996,0.38918328,0.5607059,0.54630387,0.4732392,0.38960296,0.5208641
18,18,Anthony Rizzo,CHC,1B,0.9229327,0.868016,0.7830577,0.4268391,0.68623036,0.67790884,0.38445565,0.3941845,0.29406163,0.387233,0.34665358,0.40684634,0.38451907,0.40042585,0.5989566,0.5525104,0.47637036,0.44035116,0.521017
19,19,J.D. Martinez,DET,RF,0.91807246,0.86777055,0.7830239,0.45935637,0.6577113,0.67792565,0.14936583,0.39873448,0.29406163,0.387233,0.355091,0.39814246,0.3745189,0.3892692,0.51563525,0.5469918,0.47310045,0.38574928,0.5200172
20,20,Yasmani Grandal,LAD,C,0.748487,0.67670417,0.5024217,0.18143414,0.31904638,0.40884247,0.042528655,0.23545733,0.29406163,0.387233,0.25904232,0.34721813,0.3277027,0.34772542,0.322982,0.36383048,0.37051547,0.21196513,0.3845274
