,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,name_common,mlb_ID,player_ID,year_ID,team_ID,stint_ID,lg_ID,pitcher,G,PA,salary,runs_above_avg,runs_above_avg_off,runs_above_avg_def,WAR_rep,WAA,WAR
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,David Aardsma,430911.0,aardsda01,2015,ATL,1,NL,Y,30,1.0,,-0.1,-0.1,0.0,0.0,-0.01,-0.01
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60,Fernando Abad,472551.0,abadfe01,2015,OAK,1,AL,Y,4,0.0,1087500.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,61,Fernando Abad,472551.0,abadfe01,2016,BOS,2,AL,Y,2,0.0,1250000.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,62,Fernando Abad,472551.0,abadfe01,2016,MIN,1,AL,Y,2,1.0,,-0.1,-0.1,0.0,0.0,-0.01,-0.01
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,63,Fernando Abad,472551.0,abadfe01,2017,BOS,1,AL,Y,4,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,64,Fernando Abad,472551.0,abadfe01,2019,SFG,1,NL,Y,18,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,65,Fernando Abad,472551.0,abadfe01,2021,BAL,1,AL,Y,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,89,Cory Abbott,676265.0,abbotco01,2021,CHC,1,NL,Y,8,3.0,,0.3,0.3,0.0,0.0,0.03,0.03
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,215,CJ Abrams,682928.0,abramcj01,2022,SDP,1,NL,N,46,139.0,,-3.5,-2.5,0.9,0.45,-0.35,0.1
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,216,CJ Abrams,682928.0,abramcj01,2022,WSN,2,NL,N,44,163.0,,-4.9,-0.9,-1.5,0.52,-0.49,0.03
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,219,Albert Abreu,656061.0,abreual01,2020,NYY,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,220,Albert Abreu,656061.0,abreual01,2021,NYY,1,AL,Y,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,221,Albert Abreu,656061.0,abreual01,2022,KCR,2,AL,Y,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,242,Bryan Abreu,650556.0,abreubr01,2019,HOU,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,243,Bryan Abreu,650556.0,abreubr01,2020,HOU,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,244,Bryan Abreu,650556.0,abreubr01,2021,HOU,1,AL,Y,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,252,Jose Abreu,547989.0,abreujo02,2015,CHW,1,AL,N,154,668.0,8666000.0,9.1,12.1,-12.9,2.3,1.18,3.48
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,253,Jose Abreu,547989.0,abreujo02,2016,CHW,1,AL,N,159,695.0,13334000.0,5.9,6.9,-10.0,2.36,0.74,3.1
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,254,Jose Abreu,547989.0,abreujo02,2017,CHW,1,AL,N,156,675.0,10825000.0,25.5,24.5,-8.4,2.3,2.62,4.92
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,255,Jose Abreu,547989.0,abreujo02,2018,CHW,1,AL,N,128,553.0,13000000.0,-1.0,0.1,-8.5,1.85,0.14,1.99
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,256,Jose Abreu,547989.0,abreujo02,2019,CHW,1,AL,N,159,693.0,16000000.0,-1.3,1.7,-13.1,2.31,0.14,2.45
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,257,Jose Abreu,547989.0,abreujo02,2020,CHW,1,AL,N,60,262.0,12666667.0,22.4,17.4,1.9,0.84,2.17,3.01
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,258,Jose Abreu,547989.0,abreujo02,2021,CHW,1,AL,N,152,659.0,17666666.0,7.4,8.4,-10.1,2.13,0.88,3.01
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,259,Jose Abreu,547989.0,abreujo02,2022,CHW,1,AL,N,157,679.0,19666667.0,18.9,17.9,-7.7,2.19,1.99,4.18
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,291,Domingo Acevedo,642758.0,acevedo01,2021,OAK,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,308,A.J. Achter,592091.0,achteaj01,2015,MIN,1,AL,Y,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,309,A.J. Achter,592091.0,achteaj01,2016,LAA,1,AL,Y,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,330,Dustin Ackley,554429.0,ackledu01,2015,NYY,2,AL,N,23,57.0,,-0.6,3.4,-4.4,0.2,-0.04,0.16
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,331,Dustin Ackley,554429.0,ackledu01,2015,SEA,1,AL,N,85,207.0,2600000.0,-17.8,-8.8,-11.3,0.72,-1.84,-1.12
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,332,Dustin Ackley,554429.0,ackledu01,2016,NYY,1,AL,N,28,70.0,3200000.0,-4.0,-8.0,2.6,0.24,-0.42,-0.18
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,361,Ronald Acuna Jr.,660670.0,acunaro01,2018,ATL,1,NL,N,111,487.0,545000.0,25.1,22.1,-0.8,1.48,2.43,3.91
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,362,Ronald Acuna Jr.,660670.0,acunaro01,2019,ATL,1,NL,N,156,715.0,560000.0,33.7,27.7,5.2,2.07,3.02,5.09
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,363,Ronald Acuna Jr.,660670.0,acunaro01,2020,ATL,1,NL,N,46,202.0,1000000.0,16.7,12.7,4.0,0.64,1.65,2.29
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,364,Ronald Acuna Jr.,660670.0,acunaro01,2021,ATL,1,NL,N,82,360.0,5000000.0,24.8,22.8,-0.8,1.17,2.4,3.57
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,365,Ronald Acuna Jr.,660670.0,acunaro01,2022,ATL,1,NL,N,119,533.0,15000000.0,10.4,9.4,-4.1,1.61,1.16,2.77
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,383,Cristhian Adames,542436.0,adamecr01,2015,COL,1,NL,N,26,58.0,,-1.2,-2.2,1.7,0.19,-0.14,0.05
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,384,Cristhian Adames,542436.0,adamecr01,2016,COL,1,NL,N,121,256.0,509500.0,-14.9,-11.9,0.0,0.8,-1.62,-0.82
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,385,Cristhian Adames,542436.0,adamecr01,2017,COL,1,NL,N,12,14.0,540000.0,-4.4,-3.4,-1.0,0.05,-0.46,-0.41
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,386,Cristhian Adames,542436.0,adamecr01,2019,SFG,1,NL,N,10,24.0,,1.4,0.4,1.2,0.08,0.14,0.22
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,387,Willy Adames,642715.0,adamewi01,2018,TBR,1,AL,N,85,323.0,,-1.8,6.2,-3.7,1.1,-0.04,1.06
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,388,Willy Adames,642715.0,adamewi01,2019,TBR,1,AL,N,152,584.0,562400.0,17.7,9.7,15.9,1.98,1.95,3.93
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,389,Willy Adames,642715.0,adamewi01,2020,TBR,1,AL,N,54,205.0,,12.8,10.8,5.1,0.68,1.25,1.93
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,390,Willy Adames,642715.0,adamewi01,2021,TBR,1,AL,N,41,142.0,,1.7,-1.3,5.0,0.48,0.2,0.68
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,391,Willy Adames,642715.0,adamewi01,2021,MIL,2,NL,N,99,413.0,,21.7,23.7,2.9,1.41,2.08,3.49
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,392,Willy Adames,642715.0,adamewi01,2022,MIL,1,NL,N,139,617.0,4600000.0,23.4,14.4,17.2,1.88,2.54,4.42
45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,393,Jason Adam,592094.0,adamja01,2018,KCR,1,AL,Y,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,394,Jason Adam,592094.0,adamja01,2019,TOR,1,AL,Y,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,395,Jason Adam,592094.0,adamja01,2020,CHC,1,NL,Y,0,0.0,,0.0,0.0,0.0,,,
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,396,Jason Adam,592094.0,adamja01,2021,CHC,1,NL,Y,12,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,405,Austin Adams,542866.0,adamsau01,2015,CLE,1,AL,Y,3,1.0,507700.0,-0.3,-0.3,0.0,0.0,-0.04,-0.04
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,406,Austin Adams,542866.0,adamsau01,2016,CLE,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,407,Austin Adams,542866.0,adamsau01,2019,MIN,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,408,Austin Adams,542866.0,adamsau01,2019,DET,2,AL,Y,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,409,Austin Adams,613534.0,adamsau02,2017,WSN,1,NL,Y,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,410,Austin Adams,613534.0,adamsau02,2018,WSN,1,NL,Y,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,411,Austin Adams,613534.0,adamsau02,2019,SEA,2,AL,Y,3,1.0,,-0.1,-0.1,0.0,0.0,-0.01,-0.01
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,412,Austin Adams,613534.0,adamsau02,2019,WSN,1,NL,Y,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,413,Austin Adams,613534.0,adamsau02,2020,SDP,1,NL,Y,1,1.0,,-0.2,-0.2,0.0,0.0,-0.02,-0.02
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,414,Austin Adams,613534.0,adamsau02,2021,SDP,1,NL,Y,61,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,469,Chance Adams,664856.0,adamsch01,2018,NYY,1,AL,Y,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,470,Chance Adams,664856.0,adamsch01,2019,NYY,1,AL,Y,0,0.0,556725.0,0.0,0.0,0.0,,,
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,471,Chance Adams,664856.0,adamsch01,2020,KCR,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,509,Lane Adams,572669.0,adamsla01,2017,ATL,1,NL,N,85,122.0,,-0.3,2.7,-3.8,0.38,-0.05,0.33
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,510,Lane Adams,572669.0,adamsla01,2018,ATL,1,NL,N,26,29.0,575000.0,2.0,2.0,-0.2,0.09,0.2,0.29
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,514,Matt Adams,571431.0,adamsma01,2015,STL,1,NL,N,60,186.0,534000.0,-4.9,-6.9,-0.1,0.6,-0.57,0.03
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,515,Matt Adams,571431.0,adamsma01,2016,STL,1,NL,N,118,327.0,1650000.0,-4.0,-3.0,-4.6,1.02,-0.49,0.53
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,516,Matt Adams,571431.0,adamsma01,2017,STL,1,NL,N,31,53.0,,-4.2,-1.2,-3.6,0.17,-0.43,-0.26
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,517,Matt Adams,571431.0,adamsma01,2017,ATL,2,NL,N,100,314.0,2800000.0,-5.0,-2.0,-6.8,0.98,-0.56,0.42
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,518,Matt Adams,571431.0,adamsma01,2018,STL,2,NL,N,27,60.0,,-5.1,-4.1,-1.6,0.19,-0.58,-0.39
69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,519,Matt Adams,571431.0,adamsma01,2018,WSN,1,NL,N,94,277.0,4000000.0,5.6,1.6,0.4,0.89,0.48,1.37
70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,520,Matt Adams,571431.0,adamsma01,2019,WSN,1,NL,N,111,333.0,3000000.0,-3.6,-10.6,3.3,1.06,-0.52,0.54
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,521,Matt Adams,571431.0,adamsma01,2020,ATL,1,NL,N,16,51.0,,-6.1,-6.1,-1.1,0.17,-0.6,-0.43
72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,522,Matt Adams,571431.0,adamsma01,2021,COL,1,NL,N,22,40.0,,-3.6,-4.6,0.7,0.13,-0.39,-0.26
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,547,Riley Adams,656180.0,adamsri03,2021,TOR,1,AL,N,12,30.0,,-4.8,-3.8,-0.5,0.1,-0.48,-0.38
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,548,Riley Adams,656180.0,adamsri03,2021,WSN,2,NL,N,35,90.0,,6.0,7.0,0.3,0.31,0.58,0.89
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,549,Riley Adams,656180.0,adamsri03,2022,WSN,1,NL,N,48,155.0,,-4.5,-4.5,2.9,0.5,-0.46,0.04
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,613,Nathan Adcock,502264.0,adcocna01,2015,CIN,1,NL,Y,12,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,625,Jim Adduci,451192.0,adducji02,2017,DET,1,AL,N,29,93.0,,0.1,-0.9,-0.1,0.32,0.02,0.34
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,626,Jim Adduci,451192.0,adducji02,2018,DET,1,AL,N,59,185.0,,-10.1,-7.1,-6.2,0.62,-0.96,-0.34
79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,627,Jim Adduci,451192.0,adducji02,2019,CHC,1,NL,N,2,5.0,,-0.5,-1.5,1.0,0.02,-0.05,-0.03
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,635,Jo Adell,666176.0,adelljo01,2020,LAA,1,AL,N,38,132.0,,-18.5,-14.5,-5.0,0.44,-1.89,-1.45
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,636,Jo Adell,666176.0,adelljo01,2021,LAA,1,AL,N,35,140.0,,-2.0,-3.0,-0.8,0.47,-0.17,0.3
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,637,Jo Adell,666176.0,adelljo01,2022,LAA,1,AL,N,88,285.0,,-13.2,-12.2,-3.9,0.94,-1.46,-0.52
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,662,Tim Adleman,534947.0,adlemti01,2016,CIN,1,NL,Y,12,23.0,,1.5,1.5,0.0,0.0,0.14,0.14
84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,663,Tim Adleman,534947.0,adlemti01,2017,CIN,1,NL,Y,27,32.0,,-0.6,-0.6,0.1,0.0,-0.07,-0.07
85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,670,Joan Adon,672851.0,adonjo01,2021,WSN,1,NL,Y,1,2.0,,-0.2,-0.2,0.0,0.0,-0.02,-0.02
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,673,Ehire Adrianza,501303.0,adriaeh01,2015,SFG,1,NL,N,52,134.0,,-2.2,-5.2,4.5,0.43,-0.26,0.17
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,674,Ehire Adrianza,501303.0,adriaeh01,2016,SFG,1,NL,N,40,71.0,512500.0,-2.7,-1.7,-0.1,0.22,-0.3,-0.08
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,675,Ehire Adrianza,501303.0,adriaeh01,2017,MIN,1,AL,N,70,186.0,,-2.3,-1.3,-0.4,0.65,-0.21,0.44
89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,676,Ehire Adrianza,501303.0,adriaeh01,2018,MIN,1,AL,N,114,366.0,1000000.0,-13.6,-6.6,-3.8,1.25,-1.23,0.02
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,677,Ehire Adrianza,501303.0,adriaeh01,2019,MIN,1,AL,N,83,236.0,1300000.0,-0.1,3.9,-3.6,0.79,0.08,0.87
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,678,Ehire Adrianza,501303.0,adriaeh01,2020,MIN,1,AL,N,44,101.0,1600000.0,-1.9,-3.9,3.1,0.33,-0.19,0.14
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,679,Ehire Adrianza,501303.0,adriaeh01,2021,ATL,1,NL,N,109,209.0,1500000.0,-3.4,-1.4,-2.0,0.71,-0.41,0.3
93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,680,Ehire Adrianza,501303.0,adriaeh01,2022,ATL,2,NL,N,6,16.0,,0.1,-0.9,1.2,0.05,0.01,0.06
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,681,Ehire Adrianza,501303.0,adriaeh01,2022,WSN,1,NL,N,31,94.0,1500000.0,-7.8,-5.8,-1.8,0.29,-0.82,-0.53
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,700,Jeremy Affeldt,346793.0,affelje01,2015,SFG,1,NL,Y,47,2.0,6000000.0,-0.3,-0.3,0.0,0.0,-0.03,-0.03
96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,748,Dario Agrazal,642607.0,agrazda01,2019,PIT,1,NL,Y,14,24.0,,-0.4,-0.4,0.0,0.0,-0.05,-0.05
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,765,Jesus Aguilar,542583.0,aguilje01,2015,CLE,1,AL,N,7,20.0,,-2.8,-0.8,-2.5,0.07,-0.29,-0.22
98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,766,Jesus Aguilar,542583.0,aguilje01,2016,CLE,1,AL,N,9,6.0,,-2.1,-2.1,-0.4,0.02,-0.23,-0.21
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,767,Jesus Aguilar,542583.0,aguilje01,2017,MIL,1,NL,N,133,311.0,536000.0,0.3,1.3,-4.5,0.96,-0.03,0.93
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,768,Jesus Aguilar,542583.0,aguilje01,2018,MIL,1,NL,N,149,566.0,557200.0,17.3,9.3,1.3,1.81,1.6,3.41
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,769,Jesus Aguilar,542583.0,aguilje01,2019,TBR,2,AL,N,37,107.0,,-1.7,-1.7,-2.1,0.36,-0.12,0.24
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,770,Jesus Aguilar,542583.0,aguilje01,2019,MIL,1,NL,N,94,262.0,637500.0,-12.7,-12.7,-2.8,0.83,-1.41,-0.58
103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,771,Jesus Aguilar,542583.0,aguilje01,2020,MIA,1,NL,N,51,216.0,2575000.0,-1.8,-1.8,-3.2,0.71,-0.13,0.58
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,772,Jesus Aguilar,542583.0,aguilje01,2021,MIA,1,NL,N,131,510.0,4300000.0,-1.6,-4.6,-3.5,1.73,-0.3,1.43
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,773,Jesus Aguilar,542583.0,aguilje01,2022,BAL,2,AL,N,16,51.0,,-4.1,-4.1,-1.0,0.17,-0.46,-0.29
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,774,Jesus Aguilar,542583.0,aguilje01,2022,MIA,1,NL,N,113,456.0,7300000.0,-20.6,-16.6,-11.2,1.47,-2.14,-0.67
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,775,Miguel Aguilar,620396.0,aguilmi01,2021,ARI,1,NL,Y,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,795,Ryan Aguilar,666922.0,aguilry01,2022,LAA,1,AL,N,7,26.0,,-3.8,-2.8,-1.3,0.09,-0.41,-0.32
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,815,Nick Ahmed,605113.0,ahmedni01,2015,ARI,1,NL,N,134,459.0,508500.0,-2.7,-10.7,14.3,1.45,-0.36,1.09
110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,816,Nick Ahmed,605113.0,ahmedni01,2016,ARI,1,NL,N,90,308.0,521600.0,-4.9,-19.9,19.3,0.97,-0.59,0.38
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,817,Nick Ahmed,605113.0,ahmedni01,2017,ARI,1,NL,N,53,178.0,566000.0,-0.3,-6.3,8.3,0.56,-0.08,0.48
112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,818,Nick Ahmed,605113.0,ahmedni01,2018,ARI,1,NL,N,153,564.0,1275000.0,23.7,-4.3,35.5,1.8,2.34,4.14
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,819,Nick Ahmed,605113.0,ahmedni01,2019,ARI,1,NL,N,158,625.0,3663000.0,24.7,8.7,24.3,1.98,2.22,4.2
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,820,Nick Ahmed,605113.0,ahmedni01,2020,ARI,1,NL,N,57,217.0,6375000.0,8.9,4.9,7.3,0.72,0.91,1.63
115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,821,Nick Ahmed,605113.0,ahmedni01,2021,ARI,1,NL,N,129,473.0,7875000.0,-7.9,-11.9,10.2,1.61,-0.94,0.67
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,822,Nick Ahmed,605113.0,ahmedni01,2022,ARI,1,NL,N,17,54.0,7875000.0,-2.4,0.6,-2.2,0.18,-0.24,-0.06
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,885,Keegan Akin,669211.0,akinke01,2020,BAL,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,886,Keegan Akin,669211.0,akinke01,2021,BAL,1,AL,Y,2,2.0,,-0.2,-0.2,0.0,0.0,-0.02,-0.02
119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,887,Shogo Akiyama,673451.0,akiyash01,2020,CIN,1,NL,N,54,183.0,,1.4,-4.6,5.2,0.6,0.17,0.77
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,888,Shogo Akiyama,673451.0,akiyash01,2021,CIN,1,NL,N,88,183.0,7000000.0,-16.0,-12.0,-3.6,0.61,-1.7,-1.09
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,889,R.J. Alaniz,595798.0,alanirj01,2019,SEA,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,890,R.J. Alaniz,595798.0,alanirj01,2019,CIN,2,NL,Y,8,1.0,,0.6,0.6,0.0,0.0,0.06,0.06
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,891,R.J. Alaniz,595798.0,alanirj01,2021,CIN,1,NL,Y,3,1.0,,-0.1,-0.1,0.0,0.0,-0.01,-0.01
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,900,Andrew Albers,452027.0,alberan01,2015,TOR,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,901,Andrew Albers,452027.0,alberan01,2016,MIN,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
